Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
1146,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
1147,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz"
1148,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1145,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,"Array,Hash Table,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
1161,Project Employees I,project-employees-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1162,Project Employees II,project-employees-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1163,Project Employees III,project-employees-iii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1156,Occurrences After Bigram,occurrences-after-bigram,String,VG9waWNUYWdOb2RlOjEw
1160,Letter Tile Possibilities,letter-tile-possibilities,"String,Backtracking","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0"
1157,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1159,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,"String,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0"
1172,Sales Analysis I,sales-analysis-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1173,Sales Analysis II,sales-analysis-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1174,Sales Analysis III,sales-analysis-iii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1082,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1074,High Five,high-five,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5"
1076,Brace Expansion,brace-expansion,"String,Backtracking,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIy"
1077,Confusing Number II,confusing-number-ii,"Math,Backtracking","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0"
1168,Duplicate Zeros,duplicate-zeros,"Array,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk="
1169,Largest Values From Labels,largest-values-from-labels,"Array,Hash Table,Greedy,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy"
1171,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
1170,Shortest Common Supersequence ,shortest-common-supersequence,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1183,Statistics from a Large Sample,statistics-from-a-large-sample,"Math,Two Pointers,Probability and Statistics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDc5"
1184,Car Pooling,car-pooling,"Array,Sorting,Heap (Priority Queue),Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4"
1185,Find in Mountain Array,find-in-mountain-array,"Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5"
1188,Brace Expansion II,brace-expansion-ii,"String,Backtracking,Stack,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIy"
1193,Game Play Analysis V,game-play-analysis-v,Database,VG9waWNUYWdOb2RlOjYxMDQz
1198,Unpopular Books,unpopular-books,Database,VG9waWNUYWdOb2RlOjYxMDQz
1083,Two Sum Less Than K,two-sum-less-than-k,"Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
1084,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
1085,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,"Array,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIz"
1099,Path With Maximum Minimum Value,path-with-maximum-minimum-value,"Array,Depth-First Search,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz"
1195,Distribute Candies to People,distribute-candies-to-people,"Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1"
1194,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,"Math,Tree,Binary Tree","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU3"
1196,Filling Bookcase Shelves,filling-bookcase-shelves,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1197,Parsing A Boolean Expression,parsing-a-boolean-expression,"String,Stack,Recursion","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx"
1204,New Users Daily Count,new-users-daily-count,Database,VG9waWNUYWdOb2RlOjYxMDQz
1205,Defanging an IP Address,defanging-an-ip-address,String,VG9waWNUYWdOb2RlOjEw
1206,Corporate Flight Bookings,corporate-flight-bookings,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
1207,Delete Nodes And Return Forest,delete-nodes-and-return-forest,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1208,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,"String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1"
1214,Highest Grade For Each Student,highest-grade-for-each-student,Database,VG9waWNUYWdOb2RlOjYxMDQz
1215,Reported Posts,reported-posts,Database,VG9waWNUYWdOb2RlOjYxMDQz
1203,Print in Order,print-in-order,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1187,Print FooBar Alternately,print-foobar-alternately,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1216,Print Zero Even Odd,print-zero-even-odd,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1186,Building H2O,building-h2o,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1088,Number of Days in a Month,number-of-days-in-a-month,Math,VG9waWNUYWdOb2RlOjg=
1089,Remove Vowels from a String,remove-vowels-from-a-string,String,VG9waWNUYWdOb2RlOjEw
1091,Maximum Average Subtree,maximum-average-subtree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1118,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
1217,Relative Sort Array,relative-sort-array,"Array,Hash Table,Sorting,Counting Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcy"
1218,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
1219,Longest Well-Performing Interval,longest-well-performing-interval,"Array,Hash Table,Stack,Monotonic Stack,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0,VG9waWNUYWdOb2RlOjYxMDY4"
1220,Smallest Sufficient Team,smallest-sufficient-team,"Array,Dynamic Programming,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
1225,Active Businesses,active-businesses,Database,VG9waWNUYWdOb2RlOjYxMDQz
1226,User Purchase Platform,user-purchase-platform,Database,VG9waWNUYWdOb2RlOjYxMDQz
1227,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,"Array,Hash Table,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy"
1229,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,"Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
1228,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,"Dynamic Programming,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0"
1230,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1237,Reported Posts II,reported-posts-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1098,Largest Unique Number,largest-unique-number,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5"
1090,Armstrong Number,armstrong-number,Math,VG9waWNUYWdOb2RlOjg=
1100,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,"Union Find,Graph,Heap (Priority Queue),Minimum Spanning Tree","VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDgz"
1101,Parallel Courses,parallel-courses,"Graph,Topological Sort","VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
1236,N-th Tribonacci Number,n-th-tribonacci-number,"Math,Dynamic Programming,Memoization","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz"
1238,Alphabet Board Path,alphabet-board-path,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1239,Largest 1-Bordered Square,largest-1-bordered-square,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
1240,Stone Game II,stone-game-ii,"Array,Math,Dynamic Programming,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDcz"
1245,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1246,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1250,Longest Common Subsequence,longest-common-subsequence,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1247,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
1248,Binary Tree Coloring Game,binary-tree-coloring-game,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1249,Snapshot Array,snapshot-array,"Array,Hash Table,Binary Search,Design","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1"
1251,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,"Two Pointers,String,Dynamic Programming,Greedy,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1"
1258,Article Views I,article-views-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1259,Article Views II,article-views-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1102,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
1107,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
1108,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5"
1124,String Transforms Into Another String,string-transforms-into-another-string,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1260,Day of the Year,day-of-the-year,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
1263,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
1261,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,"String,Sliding Window","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
1262,Online Majority Element In Subarray,online-majority-element-in-subarray,"Array,Binary Search,Design,Binary Indexed Tree,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5"
1268,Market Analysis I,market-analysis-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1269,Market Analysis II,market-analysis-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1112,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1116,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
1117,As Far from Land as Possible,as-far-from-land-as-possible,"Array,Dynamic Programming,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
1133,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
1278,Product Price at a Given Date,product-price-at-a-given-date,Database,VG9waWNUYWdOb2RlOjYxMDQz
1123,Single-Row Keyboard,single-row-keyboard,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1125,Design File System,design-file-system,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
1126,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,"Array,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
1144,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,"Union Find,Graph,Minimum Spanning Tree","VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDgz"
1272,Invalid Transactions,invalid-transactions,"Array,Hash Table,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
1273,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,"Array,Hash Table,String,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
1267,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table,Linked List","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc="
1270,Dinner Plate Stacks,dinner-plate-stacks,"Hash Table,Stack,Design,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw"
1291,Immediate Food Delivery I,immediate-food-delivery-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1292,Immediate Food Delivery II,immediate-food-delivery-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1279,Prime Arrangements,prime-arrangements,Math,VG9waWNUYWdOb2RlOjg=
1280,Diet Plan Performance,diet-plan-performance,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
1281,Can Make Palindrome from Substring,can-make-palindrome-from-substring,"Hash Table,String,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4"
1282,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,"Array,Hash Table,String,Bit Manipulation,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI3"
1301,Reformat Department Table,reformat-department-table,Database,VG9waWNUYWdOb2RlOjYxMDQz
1131,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
1132,Before and After Puzzle,before-and-after-puzzle,"Array,Hash Table,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
1134,Shortest Distance to Target Color,shortest-distance-to-target-color,"Array,Binary Search,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz"
1152,Maximum Number of Ones,maximum-number-of-ones,"Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
1287,Distance Between Bus Stops,distance-between-bus-stops,Array,VG9waWNUYWdOb2RlOjU=
1289,Day of the Week,day-of-the-week,Math,VG9waWNUYWdOb2RlOjg=
1288,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1290,Make Array Strictly Increasing,make-array-strictly-increasing,"Array,Binary Search,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz"
1209,Design Bounded Blocking Queue,design-bounded-blocking-queue,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1297,Maximum Number of Balloons,maximum-number-of-balloons,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
1298,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,"String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1"
1299,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1300,Critical Connections in a Network,critical-connections-in-a-network,"Depth-First Search,Graph,Biconnected Component","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDg0"
1317,Monthly Transactions I,monthly-transactions-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1318,Tournament Winners,tournament-winners,Database,VG9waWNUYWdOb2RlOjYxMDQz
1316,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1141,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
1142,Minimum Knight Moves,minimum-knight-moves,Breadth-First Search,VG9waWNUYWdOb2RlOjIy
1143,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,"Array,Hash Table,Binary Search,Matrix,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDYy"
1167,Minimum Time to Build Blocks,minimum-time-to-build-blocks,"Math,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
1306,Minimum Absolute Difference,minimum-absolute-difference,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
1307,Ugly Number III,ugly-number-iii,"Math,Binary Search,Number Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY3"
1308,Smallest String With Swaps,smallest-string-with-swaps,"Hash Table,String,Depth-First Search,Breadth-First Search,Union Find","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz"
1309,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,"Depth-First Search,Breadth-First Search,Graph,Topological Sort","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
1327,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,Database,VG9waWNUYWdOb2RlOjYxMDQz
1328,Monthly Transactions II,monthly-transactions-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
1337,Design Skiplist,design-skiplist,"Linked List,Design","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1"
1319,Unique Number of Occurrences,unique-number-of-occurrences,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
1321,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,"String,Binary Search,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4"
1320,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,"String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1"
1322,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
1338,Queries Quality and Percentage,queries-quality-and-percentage,Database,VG9waWNUYWdOb2RlOjYxMDQz
1339,Team Scores in Football Tournament,team-scores-in-football-tournament,Database,VG9waWNUYWdOb2RlOjYxMDQz
1149,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,"Array,Hash Table,Binary Search,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDYy"
1150,Two Sum BSTs,two-sum-bsts,"Two Pointers,Binary Search,Stack,Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
1151,Stepping Numbers,stepping-numbers,"Backtracking,Breadth-First Search","VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIy"
1178,Valid Palindrome III,valid-palindrome-iii,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1329,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,"Array,Math,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
1330,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz"
